# File generated on : 2021-01-18 14:52:26.129860 by damien-mouad 
#  O3,NO2,SO2,CO
2.133657382898848098e-01,8.605245272891210995e-01,9.324899002526016931e-03,5.134858923535466912e-01
5.312871375591866618e-01,-5.714504188968052567e-01,6.772123367670625227e-02,1.948029087433537088e-01
6.597270805318211639e-01,1.813830473555705369e-02,6.923308627776876278e-01,5.368078106137114114e-01
3.565429990718769204e-01,-1.782872108433051661e+00,1.427912270833764548e-02,9.448292218001898002e-01
4.110009438164180517e-01,6.244451996756535950e-01,9.701779813766286953e-02,2.538358751608481789e+00
6.591847809953511605e-01,-1.641332972718390071e+00,2.207157238558107512e-02,6.465733710233014797e-01
7.107959931794090025e-01,8.909309164385218471e-01,6.287724831368648147e-03,2.029179585752138859e-01
1.460728390724900239e-01,2.356275253303858452e+00,1.233764833582022130e-01,1.381645579908877153e+00
5.079790374403497788e-01,1.753597326182043892e+00,4.743876457119394208e-01,1.924374625660182220e-02
6.239542597556483328e-01,5.924082924296670827e-01,7.063420921837362254e-01,1.215854118310538245e+00
8.583354936555740444e-01,-4.943995406935126624e-01,1.331417236446341246e+00,2.724490371687613877e+00
5.287786242103078571e-01,-5.261332140123375911e-02,3.290096815875262481e-01,3.932770898134226867e-01
5.650550664435223247e-01,7.969407613549600589e-01,1.087719923779261189e+00,1.403201703724195060e-01
5.849590290708133189e-01,-8.131259164897290947e-01,6.390777228991079834e-03,3.967400457276317183e-01
9.467466781273131682e-01,7.534247627071044562e-01,9.189796214888261124e-05,1.845536568123157251e-01
2.813535067429407954e-01,-2.758173253913558387e-01,2.783203426748566689e-01,1.995293781161566304e+00
3.214847245393984698e-01,6.361483538842189756e-01,2.513556544423293723e-02,7.503388825330176148e-02
6.009409825502181057e-01,7.074843510538413316e-01,8.378206696557214436e-05,8.044711353467358661e-01
2.767657515774271104e-01,9.948707965693098787e-02,6.157619049583291648e-01,1.052879238204742052e+00
9.719027554491044274e-02,-1.041182166380455465e-01,9.827978809475128585e-01,1.388951590132093614e-02
9.155872406514953266e-02,1.895211433787704070e-01,2.601076556709549722e-02,1.123569923286334704e-01
3.406510077936096836e-01,9.079384344679700680e-01,2.128517062289448092e-01,4.129301657459970021e-01
3.134271580665481949e-01,1.280397717325017504e-01,1.106567358578299104e-01,2.695250957427221955e-02
3.556939324806952518e-01,-1.127015053846229353e+00,4.179114931944083011e+00,9.041210493664393333e-01
6.269249841661144185e-01,3.716036845800791411e-01,3.658397140289271492e-04,1.166176164360837708e+00
7.237832070388299233e-01,1.213968709756935160e+00,6.781601746840689726e-01,1.597545982619304361e+00
6.233784563193823791e-01,1.626195707975753413e+00,1.299492954290060398e+00,7.367504295257261138e-01
5.594935015907238629e-01,1.260417516121729475e+00,2.078525402977484671e-01,1.295180401333996700e+00
5.425435788601816745e-01,1.155843844341475912e-01,2.002740364882738877e+00,6.921357023442290535e-01
8.000834817765024587e-01,4.961744767626236063e-02,5.458824265085078162e-03,2.508718825947079178e+00
5.656864010927633579e-01,6.115224746297127645e-01,1.025955739758211749e+00,1.999897148478394060e+00
5.480699072395710525e-01,-1.910615790587675278e-01,2.443766045560279501e-02,3.496503323697696675e-01
5.411851447700783968e-01,-1.394690229592952191e+00,6.826692696476426292e-01,3.037525568815728771e-01
5.173361713104278614e-01,1.482285714903343044e+00,1.655978038113550710e+00,1.689249951763916568e+00
9.990273388007542277e-02,1.375105321058359698e-01,2.150742517520086716e-01,1.439564373892604221e-01
5.884034303832125223e-01,1.017773257914219354e+00,9.713603513784682675e-03,1.489388621037424310e+00
7.248552777297863070e-01,2.813921539773019398e-01,1.454548023471216034e+00,6.807026292549684943e-01
7.050248180847135115e-01,3.817924028300957451e-01,2.954360931051843234e-02,2.907197768836383922e+00
3.958082536379573524e-01,1.422782228103314672e+00,4.067246021784924614e-02,1.223688393604002167e+00
3.728454890421137868e-01,-4.396627723617655414e-01,2.770878492793923953e-01,1.579494179659124420e-02
4.587848574042187044e-01,-7.625723989111317103e-01,7.691533037766758174e-02,7.021106778065304699e-01
7.351536389963062579e-01,1.865885343795052886e-01,2.477156008222389350e+00,2.012334417425220012e-01
5.381909871299752623e-01,1.700011695650399890e+00,4.908699267788131648e-02,2.315391157787075327e-01
6.130728452635892944e-01,-6.145887944606016617e-01,8.824904488392573687e-02,1.525908259267763745e+00
5.704063125493933351e-01,-1.091698794523406901e-01,1.289554783249365622e-01,4.104011687320703317e-01
9.662617848361284567e-01,7.646053766447316047e-01,6.327125897002452426e-01,1.707322893720172596e-01
4.281874497597236706e-01,1.855293854819577426e+00,8.775862398920063201e-02,8.294555062046278238e-01
3.764454089177611262e-01,-1.148078651386967408e+00,2.047796174241192386e-03,2.236505424304790601e+00
5.823372785477470837e-01,1.773812508590506321e+00,1.239411381925569211e+00,7.408849729658075756e-01
9.902079852588759890e-01,-4.389763348233617357e-01,2.106051540571471370e-02,1.712822470119285401e-01
6.361666301802643142e-01,1.004209812646025490e+00,6.694679096910402527e-02,3.067299944113737187e-01
7.676641464311333429e-01,3.037478496742744394e+00,3.140587997534041720e-03,4.412560342701962041e-02
4.736899476492762995e-01,5.208477744139500265e-02,2.843127731396731528e-02,8.858102006649467564e-01
6.110724891900199962e-01,4.045092955081976971e-01,5.049298881668731059e-02,2.991121207268477439e-02
2.885999387334592381e-01,1.387197660905118424e+00,2.475807977096667611e-01,3.000641705922099112e-01
6.091414720354552115e-01,7.058853307920109899e-01,5.224631565966526558e-01,1.471080270864165929e+00
4.342073940483404115e-01,1.366407093439867770e+00,9.968783601174474596e-02,2.248647449013320698e-01
9.668916703214899266e-01,1.525619828708805858e+00,8.589465966443823874e-02,3.535033977485875223e-01
5.928466240482840321e-01,3.236462204721642366e-01,2.195124179132197650e-01,6.495257090095621355e-02
3.594389920624730950e-01,1.171888095819103137e+00,8.303535018928821787e-02,4.748033162607406266e-01
6.923738529304734879e-02,-8.672798639690730838e-01,5.094897103503142066e-01,7.342306407442486527e-02
5.148011156234231223e-01,1.507509447864269880e+00,9.508791105799196605e-03,8.749685472527897467e-02
2.861532732359692854e-01,4.821844543663802440e-01,8.000419823173554601e-01,1.626456649412526545e+00
9.261646396845156781e-01,-1.327382159745496226e+00,9.151756488692309316e-03,1.273886241586852153e+00
4.356965113894328834e-02,5.597686539154123064e-02,4.382000125458934692e-02,6.877773968622254153e-02
1.331848280918815908e-01,1.432321745024573545e+00,1.630757035701069094e-03,1.124730305856254997e+00
6.933330201536946902e-01,-1.894377412965381202e-01,3.085962394386612129e-01,3.922006262450947189e-01
1.296336730234189938e-01,8.020483750792010147e-01,1.547650546100170317e-03,1.169451738300666843e+00
3.024544404227855754e-01,1.011456029073353413e+00,8.968327281403190021e-01,1.208231943231804495e+00
9.142638106438275569e-01,2.759316319959053687e-01,3.496633941058827771e-02,1.309012186691522750e+00
8.689245149407722746e-01,4.476694049752950599e-01,3.668289252929897160e-01,5.711379046112552427e-01
8.766468290988024270e-01,-5.843284400249610933e-01,1.716146352910825346e-01,1.765425554385613660e+00
7.177788953996691035e-01,1.019662161126756228e+00,7.173427666412078851e-01,1.344476581831560436e-01
3.923369470510400525e-01,-1.801597093113150194e+00,3.287393083717595754e-01,1.887618085174724625e+00
9.308805234420428620e-01,1.288772053624164249e+00,2.383977230204605835e+00,1.526350431092329929e+00
2.392299139471723013e-01,1.429711113069837003e+00,3.040862391940331033e-01,3.625801173044154724e-01
4.459097730607651799e-01,1.429246521026028560e-01,3.056372305772728660e-03,8.375140345591108870e-01
8.269441882853713066e-01,7.865846642516545195e-01,1.462410662715774912e+00,1.171740387031152242e+00
9.033851145518068115e-02,1.506010388824968182e-01,9.188379268776479536e-02,9.031252105579482686e-03
7.668693623304371210e-01,5.799444708802058424e-01,5.316738720838530032e-03,3.734648506663240108e-01
8.986273686191849075e-01,1.048837175993700521e+00,5.046755804708005951e-03,1.554183752925978323e-01
7.958331450491590298e-01,1.465130979698701985e+00,7.763461917208432927e-01,2.103779716621694718e+00
7.358115965390646940e-01,-4.447562506976455721e-01,5.863835212536119279e-01,2.343426687260316665e+00
3.805827453694010654e-01,-2.874644880727579288e-01,6.384474655077029305e-03,3.418949932265661906e-01
7.486082474758855021e-01,1.904759033759191311e+00,5.392018449458966245e-01,1.989525286450788633e+00
8.781271272551036677e-01,5.233760308305595021e-01,1.621839641224258610e-01,3.500004349379344237e-01
4.316462300553096654e-01,-5.844636723930933808e-01,2.365729831487819901e+00,6.584077109575803277e-01
4.477770768591246009e-01,-1.028485075206078347e+00,1.095229798080419537e+00,2.751916130338395661e+00
4.452247154965607301e-01,4.764399343981150503e-01,1.588251485308170979e-02,1.590962736334267769e+00
3.280227528757935218e-01,-2.764874189015011918e-01,8.285835331721494749e-04,5.475977613076294936e-01
9.528260790195443031e-01,3.942818110287202860e-01,1.115317396414700735e+00,1.805558025718388748e+00
9.005137198978063751e-01,7.951595412215999303e-01,7.561891417956976592e-03,4.378641570704841501e-01
9.199651974363911577e-01,-2.275566745033875682e-01,9.161759743489514274e-02,5.615021757742473252e-01
7.496683393395339179e-01,4.927775871251480200e-01,1.499105854955593564e+00,1.348227564386448307e+00
4.466556006183342031e-01,2.201371737870293721e+00,1.147268780968154989e+00,2.087970705772429769e-01
7.502793472892375082e-01,-2.040059896421630992e-01,4.303188933175788877e-02,1.280007425943198163e+00
1.206853406983431354e-01,7.701184628713180214e-01,1.143949447789336001e-02,2.866597874517023414e-01
6.905290722623969035e-01,1.586633818314985067e+00,2.213619852848915381e-01,4.519015706495902590e-02
3.823925785552182433e-01,-3.271232688781400277e-01,1.202843328643783856e-02,6.328383935100659885e-01
9.947011532598792893e-01,4.794005030569601922e-01,1.487241978973916634e-01,1.932552858317287126e-01
4.519420949809188626e-01,-4.616882998307075825e-01,3.802957373047521905e-01,3.395163853039737667e+00
6.460551348377836511e-01,1.596189232254570323e+00,3.360358582690509688e-01,9.067924891262042764e-02
8.013508132004522055e-01,5.490217611707673973e-01,5.765525056239288043e-03,3.070296440714143649e-01
3.827583589197682823e-01,-2.390401786743448387e+00,4.479083471343222461e-02,1.826240791180804568e-01
2.956105219043116961e-01,-5.025664828834979225e-01,7.505420891903495650e-02,8.901660669205821441e-02
3.410014785341972665e-01,-1.712151662644060268e-01,4.633998419533954527e-01,4.676802070952980617e-01
8.948245617338023150e-01,-1.314285443607820403e+00,1.310129524809943991e-01,3.517045345015940017e-01
7.901221588336149182e-01,1.036254280190677335e+00,1.681708728648319273e-01,7.159556322933071648e-01
1.669686327851380714e-01,9.614251371840996097e-01,4.315044338678704072e-01,5.430380231219994469e-01
5.930410908757565158e-01,4.069593262785754506e-01,7.150189976543970538e-02,3.285488932456895328e-01
4.625109982818775833e-02,2.587179656897191649e+00,2.949701848380854863e-02,5.126325220836531749e-01
6.895182824902916785e-01,5.234543728717966360e-02,1.042743712088018831e-01,2.285161844746926296e-01
1.853359488074077799e-01,2.643787343188221395e-01,1.803015101987895497e+00,4.303154962155713470e+00
1.525903106463633030e-01,-1.150599576895944276e-01,1.313388144215823283e+00,9.282861323364001160e-01
7.825422014856420194e-02,1.143704767786861698e+00,4.171660551242271087e-01,6.864913742308730304e-01
1.685061273382204572e-01,7.676122119507803321e-01,3.165255443139551378e-04,7.946429947474507038e-01
4.094901303107191248e-01,-3.948635978785070000e-01,1.423186180165191272e-01,8.729937574558748192e-01
5.290565461009335557e-01,3.165245384837486742e-01,1.117063231320164080e-01,1.709287710604490418e-01
9.445756389125347097e-01,1.771788563513660320e+00,8.205235139059028349e-01,1.162148455950499759e+00
3.930452739799162876e-01,1.166645328391684666e+00,2.445226903879729186e-01,1.193311538885733769e-01
8.909915710331762773e-01,-6.507665942068996401e-01,2.483722730472820717e-01,1.793071459736359952e+00
8.558507617969979275e-02,-8.668277134769208914e-02,6.460731611272977348e-01,4.741007903009224200e-02
4.689345477301378740e-01,4.504883934053603434e-01,1.306826627313881738e-02,1.166062915545550860e+00
1.436801503243629874e-01,4.254740117525662724e-02,3.375438845318166512e-04,1.396545862249490844e+00
1.363961029050457796e-01,5.963218592391575923e-01,4.916322208833039283e-03,1.775742096680671400e+00
4.262136531795213124e-01,7.399032230640499863e-01,4.003917041628867607e-02,4.408251509189132555e+00
8.431805296514677250e-01,1.905679208257248680e+00,7.863410378805061329e-01,1.249530929365897602e+00
8.814759003473680021e-01,8.407274515933482739e-01,1.107755683866890273e+00,8.714926869342194404e-01
4.739815885792278971e-01,3.025333550950790151e+00,2.331772307201063210e+00,1.339030039845741538e+00
9.315065383739695726e-02,6.971404513300281103e-01,1.359370359552936947e+00,1.197002837569018263e+00
1.470791447723646117e-01,5.565409662540066194e-01,1.822050653399245271e-03,2.407241488253369366e-01
4.971406545210206307e-01,1.648892873692062944e+00,1.096705479714146225e+00,1.272153764076705107e+00
4.407246040744503546e-01,-1.684991840650618133e-01,3.828949143172217240e-01,9.193308788900863560e-01
6.468318232057375106e-01,3.961512119530629095e-01,1.998698718599656032e-01,2.021258758745300810e+00
8.955279902098437494e-01,5.096883478134627277e-01,3.930654117599863967e-02,2.703232162683191664e+00
8.280465204952636160e-02,4.328931091774278483e-01,5.900824205647618032e-02,1.721444203254286764e-01
9.295769631856055648e-01,4.629260329114902039e-01,1.322318523768485909e-01,3.038931091472310886e+00
4.178076783575827013e-01,4.440213398099798203e-01,1.993392758835495562e-02,1.308511121984372805e+00
3.180976442986296338e-01,9.489215541873676774e-01,1.727503197852249262e-01,2.485867290588124889e-01
8.279589659237860388e-01,8.377660935175117451e-01,5.004152799647704208e-01,9.069080819561786688e-01
5.714588070598430880e-01,-4.393280178732728025e-02,1.859382703784254964e+00,6.183209634187634141e-01
9.406588491835202737e-01,-1.067543791463690495e+00,6.845484170182345451e-01,7.437755974140147774e-01
7.296330772535252196e-01,1.131542592952376580e+00,7.985810529132819635e-01,5.256384041120021333e-01
5.113172613506715702e-01,-2.853027286933089712e-01,1.892263273228830256e+00,1.231505573986721558e+00
9.538115930932389297e-01,-3.900390554143955413e-01,2.040225668300983952e-01,1.528991273964041442e+00
5.110784140336814829e-01,5.537776203522155605e-01,5.932267796897092715e-01,8.286415972343703917e-03
3.373219761616699230e-01,6.203636839285892046e-01,9.273372752771573413e-02,3.913917545302710854e-01
3.039719043860752423e-01,1.200615784564395438e+00,2.025638293023406811e-01,3.054553275234808574e+00
9.728138459060502452e-01,3.880195892620361686e-01,2.794939978889255383e-01,8.064793330466636379e-01
7.706127434342836535e-01,-9.613478932828167789e-01,1.358989268305850207e-01,6.448868542670144199e-01
2.593565433902907946e-01,8.542943585660434103e-02,5.067462473347319335e-02,5.547730367127968742e-01
8.103340668832716975e-01,-6.173228203291614147e-01,2.057989032130296686e-02,1.057127787760188564e+00
3.570581435737132381e-01,1.136879723092987016e+00,9.052464538763259350e-02,1.101107778288681560e+00
9.181070008462359766e-01,1.279389357094077972e+00,4.297138128090688958e-01,7.888159346795482751e-02
7.614043969808725887e-01,-8.887583746262528450e-02,9.421505165135052318e-02,5.800558520065484114e-01
7.389316185339671605e-01,1.043145175316162021e+00,3.825395265430251552e-04,1.928432056220388824e-02
8.970563951283520021e-01,9.600915313917794958e-01,7.603389668769637844e-01,1.365319820051365429e+00
4.627159514946387331e-01,1.524682239057409960e+00,8.697717526941158850e-01,1.549014094406402364e+00
2.340287221587852295e-01,-5.693970165712158860e-01,1.398081191943605806e+00,1.706922214216037625e+00
6.746835509104130990e-01,1.913674571197210073e+00,9.663700233714313248e-02,2.013962808164408536e+00
2.657376393696908590e-02,-2.949664334395015741e-01,1.126871472418710329e+00,1.168007904754839510e+00
1.693336896888562038e-01,2.019106961431258451e+00,6.360157579943660489e-01,1.028444438796402016e+00
8.257286530609897479e-01,1.134379734271702134e+00,1.095378994544289053e-01,2.310748620089133898e-01
3.249950586984097223e-01,-7.052850444870117919e-01,1.352632988726800434e-01,2.398956814896692880e+00
5.591560962826842562e-01,2.063561528923200772e+00,7.566529550763925749e-02,7.452186802875536697e-01
4.325878784718999448e-01,4.951476267498503558e-01,1.690663378056062871e-01,3.989482218491698789e-02
6.935402238312602385e-01,1.226947482596846939e+00,4.427842493438364779e-01,3.049919127884925113e-02
6.384743534529673248e-01,4.198660043533579134e-01,2.016714310868363350e-02,7.450464025292733439e-01
6.601602957437946451e-03,5.224160197172041942e-01,2.997850344997782468e+00,4.746531443781986659e-01
9.359022792506864752e-01,3.837800200649817972e-01,5.139624415457976804e-03,1.835527944502703679e-01
8.719898748053950266e-01,1.383695745952680412e+00,1.395492463410676010e+00,1.054747713837860923e+00
7.108190210780177543e-01,2.373223059804733914e+00,1.041703483289407456e-01,5.360590124952639979e-01
9.720403311620845477e-01,1.854246108110631841e+00,3.998447889165863793e-03,6.822022207205662436e-01
8.958731763464651277e-01,2.590286501431899868e+00,9.919067138184387011e-02,9.793150441957729213e-02
7.446092301055110552e-01,8.645817909634476717e-01,2.397764992010631424e-01,9.364448431488259228e-02
4.081414034142416547e-02,1.045203535250916804e+00,1.096844350509071885e-02,5.160783454264922243e-01
2.511536564271819039e-01,-1.082154304452252580e+00,4.438774694940234022e-01,7.644779781002098984e-01
1.415991565670616792e-01,-7.187423001444368520e-01,2.131836528176068168e-01,2.077791110117440387e-01
2.258886242061227678e-01,-2.786557700677914085e-01,5.456574513311363006e-01,3.115781603974258296e+00
4.735163958754446956e-01,5.514308526570527169e-02,6.431924080981010761e-02,5.981714721674717961e-01
2.803830091125941726e-01,1.329043939886594305e+00,2.863458699980950595e+00,7.897457007630542813e-01
4.282800337854520967e-01,7.524623103612815278e-01,5.278638595360918284e-01,3.129989311044477418e+00
8.740395669916997123e-01,1.219814395513260763e+00,3.285774112691204896e-01,1.247429051929401789e+00
1.163696054540285241e-01,1.345471994497881685e+00,5.806538248178350244e-03,7.497980032477290502e-01
8.650662840631809791e-01,7.982155682076672587e-01,9.630935049079827892e-02,1.918050399500434988e-01
7.947922088690142495e-01,6.353734874895320406e-01,2.019004704162809596e-02,5.605641198193844071e-02
1.767996996737141169e-01,-6.886743904303591624e-01,2.113348552387758872e+00,1.544992409094754882e+00
3.067235291249785778e-01,1.180343081752469381e+00,2.836844925163520603e+00,5.489763545019767932e-01
4.905133604924076796e-01,-4.993349146809368255e-01,2.680759662093964730e-03,1.366196672966120351e+00
5.668002667926125282e-01,8.684377967722727298e-01,4.370172771123746747e-02,3.187432228756295949e+00
4.066447556660277574e-01,1.037734396857253882e+00,2.257400702358249370e-02,2.415771846719201310e+00
4.692263461390006052e-01,1.299463023846727294e+00,4.064519916009983747e-01,4.673008387059834901e-01
7.410375947145575459e-01,-2.543120859459402361e-01,1.434899785014674078e+00,1.757134620074906894e-01
6.817954523038006753e-01,1.299989410193392425e+00,5.452019293970514768e-01,3.706399292207209206e-01
3.980157327126021549e-01,1.072362365538293449e+00,1.318980377935355108e-01,1.325021005764898951e-01
2.189928132923792958e-01,-1.275656346738426983e+00,5.310448451639668832e-01,1.438508866265532093e+00
3.032957043761564941e-01,9.167978673583889737e-01,5.387407530747868600e-01,9.223705987874920575e-01
8.114510100933135517e-01,-1.689103352342517628e+00,6.376166695096727524e-03,8.085801948286455154e-01
4.712594262449546489e-01,4.596330595634621763e-01,9.887370993016235399e-02,4.966260387044416774e-02
8.985856971124767112e-01,-6.678773664447319458e-01,1.500743987626399045e+00,4.709450039023885815e-01
6.412413898142818036e-01,-2.201547062091893103e-01,2.981832406205906991e-02,1.803121029703615541e+00
4.953749385494278235e-01,1.047269628429283728e+00,5.587021423330638253e-02,9.476903020515832221e-01
4.358022410973921845e-01,1.321030146274962291e+00,9.591784634021643940e-02,6.127411646554126179e-01
2.066126185178663865e-01,7.115365186982741674e-02,2.886233518099063922e+00,1.980215983268271085e+00
9.419909821692418195e-02,-2.841216269149371421e-02,4.861336055709926385e-02,8.538677217274327491e-01
1.034907074480614364e-01,1.165626017865730057e+00,1.876687534896624709e-01,8.090846373266095126e-01
4.613584524629879002e-01,5.076030991492042066e-01,1.864365889664191034e+00,3.838762005164124674e-03
3.701502584364591009e-01,8.354231280021956474e-02,1.846401377792082838e-04,2.113907855158554672e-01
3.419083574756675015e-01,4.286753809819837668e-01,1.992977290178869487e-01,6.336758901330111216e-02
4.914634463594257374e-01,1.115855851588185566e+00,4.537210284734035509e-02,1.902707823256737096e-01
3.208256244108785848e-01,2.120066781477021323e+00,3.536208620421958382e-01,4.499974187737141862e-01
3.228537909049725707e-01,-1.779982323848648962e-01,2.071884802966350025e-01,8.101786104610768646e-01
7.358540453553902294e-01,1.092948539798890284e+00,7.323475107462688871e-02,1.333103866810791738e+00
1.633582811865480489e-01,4.263099305722469201e-01,1.201631812758577444e+00,4.733102997615721286e+00
9.762074132926044090e-01,-1.620981342085661137e+00,2.655676322311542256e-02,1.805946117328133482e+00
7.003545605910104221e-01,-5.429737677622081815e-01,9.211108639454917979e-02,3.094757821562262645e+00
9.179370605528480720e-01,7.710831085959685138e-02,1.541859978291342803e-01,1.277979423809406878e+00
5.227731301039002521e-01,1.289443232935575168e+00,2.676638925090147225e+00,1.345016575386073221e+00
8.386720164594272386e-01,1.954080032687375068e+00,5.567359884789077062e-01,1.089894667314071031e+00
9.067455740435176326e-01,1.773040542494298766e+00,1.243781774702382270e+00,5.195448687307556712e-01
7.578739692540759076e-01,1.060647491931239417e+00,5.464393807461815911e-01,1.364900216338375827e-01
2.169367818192735609e-01,2.389015462985331517e+00,2.316795258522839907e-01,2.739126687612529754e+00
7.294690964978702841e-01,3.728306734416853563e-01,2.458505051236908098e-03,3.032160401910729552e-01
1.532825352296853794e-01,2.718253778171125790e-01,4.580011793810730841e-02,2.837515091307897808e-01
7.074946085323149392e-01,2.178398959776824739e+00,2.240583691986144654e-01,5.153540413650550128e-02
8.682471605886687982e-02,1.641287385700344714e+00,1.506346917016509468e-01,1.570240579762625377e-01
6.930867507946939510e-01,-1.529353595930431631e-01,4.638961180440615006e-01,7.442259146889812493e-01
2.044167164058496855e-01,1.068279787754977228e+00,1.769856890821803752e-01,4.682376411703224051e-01
4.401649744204704229e-01,3.066356327465774578e-01,2.152234744467322436e+00,2.565784672619907392e-01
7.077592132550740711e-01,1.252240690032500270e+00,2.804406285244581166e-03,1.756473291756412092e+00
7.499828591913666465e-01,1.844641512052784149e+00,1.161649023617117749e+00,1.164953048235965127e+00
3.816024371997958076e-01,-6.925115942203061703e-01,1.192733602335084436e-01,6.540624271826247504e-01
5.885009253883195512e-01,2.524086591399741231e-01,3.721475512372823986e-03,3.925358052925455588e-01
9.337512724224967808e-01,7.944630833632196909e-01,1.464007168205894827e+00,1.449596922493233464e+00
2.013649012439623354e-01,-3.730455794725229257e-02,6.486180140229952026e-03,2.284697276284367307e-01
9.919424262645217816e-01,-1.649890724386389174e-01,7.984981466057919366e-06,2.287514380452175533e-01
4.517176203638406662e-02,7.855021325070186133e-01,5.995228156114549289e-01,5.657771745426591614e-02
8.204543944284070633e-02,8.896433256512172871e-01,2.170396733806096434e-01,9.305977921140717868e-01
7.722105609550312666e-01,2.175946492514565289e+00,1.458771839321383545e+00,2.042375743048926662e+00
3.605243948873035897e-01,-3.308039406585193687e-01,2.451580712747257751e-01,3.238916161779776259e-01
5.132874498540529462e-01,1.408616627266118027e+00,4.418011250375303983e-02,1.990733392522994416e+00
4.833451798468803018e-01,-3.703622677005274921e-01,1.999896534275158011e+00,5.974294756810710760e-01
1.193839187362644161e-01,-1.601839441669206110e-01,2.980894437921187134e-01,7.046385085843469565e-01
5.028336493794985929e-01,1.153988252647861090e+00,8.355876286679451148e-01,3.539929414763188231e-01
8.445055745164727901e-01,2.152846688201664471e-01,1.631210262319812421e-01,7.426648831040109089e-01
4.552198054398755023e-01,2.504342727372803612e+00,1.485275400548317526e+00,1.993402409863170632e+00
2.894264308273545305e-01,-1.137082126503480950e+00,2.119176992683551586e-01,6.280230169760581127e-02
1.797916445089642323e-03,3.105539110154540872e+00,2.617930392597850320e-01,2.060273027002384794e+00
6.252024692005264672e-01,1.419124646336130002e+00,8.416479161570082912e-01,1.361261907117278236e-01
3.402624256431283634e-01,-1.941157115183385518e+00,3.888530631621209821e+00,2.710805207363611302e+00
8.637802592408435620e-01,5.427372184446181969e-01,7.828059306932061423e-02,2.813022177192749940e-01
7.066725393321807713e-01,8.102432395929466402e-01,3.744939993548020429e-01,3.255862151315025876e+00
9.453422146798410308e-01,7.093308893386778280e-01,1.748060845102387961e-02,6.927018734813485956e-01
1.899717869308965579e-01,7.467994486888680505e-01,2.854576187488627181e-01,5.526951193480427182e-01
3.393840047845041452e-01,4.983923567108194952e-03,3.083984897670524195e-01,3.792129348215115270e-01
1.282881395086231668e-01,8.869917039019599159e-01,1.314769917790084008e+00,3.090155020393110519e-01
1.082295884655121165e-01,7.578341446256071645e-01,2.178367211736638998e-01,4.273768620158835851e+00
3.645955181037101589e-01,3.099161044054684622e-01,3.018523926688259154e-02,2.472748396330094189e-01
6.654464495737576479e-01,6.348554990865301617e-01,4.397947185682261374e-03,1.715795454975495904e+00
5.099948203350332943e-01,-1.269888988612992042e+00,6.321883183549427132e-01,8.392945382407644983e-01
4.579569343146345783e-01,8.102045760279870112e-01,7.072106698371954936e-01,3.302454944562798617e-02
4.144020928147646998e-01,-2.219213392994434653e-01,8.730527454674931187e-01,2.614883026760044665e-02
3.807358995141509883e-01,1.524294451169070141e+00,1.658260358897630654e-02,2.066378362167865107e-02
6.540816477942424934e-01,4.396473280271299133e-01,1.459579903998489137e-01,7.787958133016590345e-01
5.182278210908344285e-01,9.982763715475054811e-01,4.178870538003338631e-01,1.357793604765605178e+00
4.215734811699370921e-01,3.209079846721877294e-01,2.415421988085064420e-01,2.783189390439513744e+00
1.097821485163463784e-03,5.745476778104772198e-01,4.025275682797208043e-02,5.119484625471045769e-01
5.435528358962813389e-01,1.479671943948081658e+00,1.550144076813943228e-01,4.003321024967728681e-01
3.364532674131223144e-01,1.265210002583412097e+00,2.417100284388333520e-01,7.957752914189485383e-01
3.752740023294526273e-01,1.746975532217662108e+00,2.014522717235800175e-01,7.454855999505594077e-01
4.168849734253887718e-02,9.023025532727324549e-03,1.180683762408483300e-02,1.557674406639044662e-01
5.499557803322259186e-01,2.762501278099343538e-01,2.375655140995826253e-02,7.472675559651195121e-01
1.710363839214199544e-01,5.013373740793707345e-01,1.043901419904077699e+00,1.864536947239732623e+00
8.200529246667005445e-01,5.398123748530430088e-01,1.572247034519889342e+00,2.310462410599391503e-01
1.558740507724309943e-03,1.317524526390960737e-01,7.339316693751933851e-01,3.648053376202092801e-02
7.440425770035793418e-01,-3.763607843375371687e-02,3.084953226638330048e-01,1.253297519909251534e+00
8.693625921796631628e-01,2.555151502685795717e-01,9.253838312748539907e-02,9.640092575150860377e-01
8.279115835864850892e-01,2.608669258494654919e+00,2.235982487747348646e+00,1.881421604837188122e+00
9.425670577372085024e-01,-1.699692486495635313e-01,2.702609901845991029e-03,6.933362364132783506e-01
2.929527399627367412e-01,-5.446760487393134120e-01,3.892653177123057695e-01,7.390964495099351383e-01
8.748685115115395483e-03,1.188522226843284901e+00,3.318339989673413370e-01,2.580969869766416291e-01
8.240393731664041876e-01,2.019118222508004212e+00,3.511505250014861357e-01,5.988196970348179660e-01
7.820925657024685451e-01,2.135824937879804430e+00,3.840002096116301722e-01,5.240627903268239018e-01
5.054276389079223053e-01,1.102686850382622596e-01,5.960560868511444177e-01,4.580057890543289822e-01
2.245416916616908010e-01,-3.640153963621761690e-01,1.125767318467443490e+00,7.847239623925745811e-01
5.193707834875126439e-01,-6.446312357566337248e-01,3.524828310805193377e-02,3.535866019921571346e-01
5.688240836927671573e-01,-7.940724573343824755e-01,3.150947894316193931e-01,8.101749674562296333e-01
2.193482648499905929e-01,2.621127827478692662e+00,1.059485623076240543e-03,2.537023585820518679e-01
